Fid,lat,lon,street,region,traffic_date_time,junction_no,vechile_type,no_of_vehicles,Label
10.42.0.211-113.108.216.233-40020-80-6,40.83023538,-73.89856808,union avenue,Bronx,2022-08-12T19:17:36.180Z,2,Bus,44,1
220.243.219.55-10.42.0.211-80-32777-6,40.81024961,-73.9069234,tinton avenue,Bronx,2022-08-12T19:16:13.270Z,2,Truck,42,0
172.217.10.142-10.42.0.42-443-46103-17,40.8103967,-73.90715948,tinton avenue,Bronx,2022-08-12T19:14:42.694Z,2,School Bus,42,1
10.42.0.211-10.42.0.1-35661-53-17,40.83266715,-73.86096613,virginia avenue,Bronx,2022-08-12T19:08:00.328Z,2,Goods vehicle,44,0
203.130.53.126-10.42.0.151-80-40252-6,40.84844584,-73.90119394,valentine avenue,Bronx,2022-08-12T19:07:23.140Z,2,Pedal cycle,45,0
10.42.0.1-10.42.0.42-53-21078-17,40.84868067,-73.90096265,valentine avenue,Bronx,2022-08-12T19:02:23.330Z,2,Car,40,0
10.42.0.211-59.38.112.48-33606-443-6,40.83605811,-73.85512651,starling avenue,Bronx,2022-08-12T19:01:44.060Z,2,Goods vehicle ,44,1
10.42.0.211-98.139.183.24-60738-80-6,40.8332998,-73.8941919,stebbins avenue,Bronx,2022-08-12T19:01:25.666Z,2,Car,43,0
10.42.0.211-10.42.0.1-8687-53-17,40.86574396,-73.85006171,stedman place,Bronx,2022-08-12T19:01:20.390Z,2,Bus,39,1
10.42.0.211-63.250.200.101-47694-443-6,40.88271131,-73.83014914,steenwick avenue,Bronx,2022-08-12T18:37:56.640Z,2,Motorcycle ,36,0
10.42.0.1-10.42.0.42-53-56433-17,40.8096264,-73.85322688,stephens avenue,Bronx,2022-08-12T18:35:18.960Z,2,Car,34,1
10.42.0.151-52.84.134.181-58233-443-6,40.87819443,-73.88144293,steuben avenue,Bronx,2022-08-12T18:28:42.467Z,2,Car,26,0
10.42.0.42-64.71.142.110-59936-443-6,40.82219135,-73.8072268,stevens place,Bronx,2022-08-12T18:25:47.062Z,2,Car,26,1
239.255.255.250-10.42.0.1-1900-35615-17,40.8823897,-73.89299863,stevenson place,Bronx,2022-08-12T18:21:09.923Z,2,Car,21,1
10.42.0.151-36.110.213.174-51910-443-6,40.82002777,-73.8567123,stickball boulevard,Bronx,2022-08-12T18:07:22.691Z,2,Goods vehicle,21,0
172.217.6.206-10.42.0.151-443-50095-6,40.85335683,-73.84292002,stillwell avenue,Bronx,2022-08-12T18:02:16.658Z,2,Pedal cycle,19,1
172.217.10.132-10.42.0.211-443-46084-6,40.8570164,-73.83691353,stillwell avenue,Bronx,2022-08-12T17:45:22.786Z,2,Car,25,0
198.11.132.221-10.42.0.211-443-35567-6,40.86095666,-73.82595678,stillwell avenue,Bronx,2022-08-12T17:35:34.010Z,1,Goods vehicle ,28,0
10.42.0.151-10.42.0.1-55284-53-17,40.82105845,-73.88226762,story avenue,Bronx,2022-08-12T17:25:46.100Z,1,Car,29,1
209.10.120.26-10.42.0.211-80-53048-6,40.88978187,-73.84438119,strang avenue,Bronx,2022-08-12T17:21:28.100Z,2,Bus,41,1
10.42.0.42-123.125.29.138-42421-443-6,40.82653672,-73.87487619,stratford avenue,Bronx,2022-08-12T17:19:40.090Z,2,Motorcycle ,38,0
172.217.6.206-10.42.0.151-443-57343-6,40.87107913,-73.89830153,strong street,Bronx,2022-08-12T17:15:56.590Z,2,Car,37,1
10.42.0.211-106.11.92.14-42224-443-6,40.83105723,-73.93142147,summit avenue,Bronx,2022-08-12T17:01:53.468Z,2,Car,34,0
172.217.10.234-10.42.0.151-443-56265-6,40.80612304,-73.85393533,sunset boulevard,Bronx,2022-08-12T16:54:46.150Z,1,Car,34,1
172.217.10.14-10.42.0.42-443-43588-6,40.81371406,-73.80880658,sunset trail,Bronx,2022-08-12T16:47:45.331Z,2,Car,37,0
10.42.0.211-123.125.29.138-59844-443-6,40.85610058,-73.78972968,sutherland street,Bronx,2022-08-12T16:36:02.310Z,2,Taxi,37,1
10.42.0.151-106.11.129.144-54645-443-6,40.81472919,-73.81887601,swinton avenue,Bronx,2022-08-12T16:33:52.930Z,1,Car,37,0
10.42.0.211-87.240.165.91-42263-443-6,40.82620248,-73.82699492,swinton avenue,Bronx,2022-08-12T16:28:06.748Z,2,Car,36,0
10.42.0.42-104.192.110.245-45769-80-6,40.89786233,-73.91155863,sycamore avenue,Bronx,2022-08-12T16:25:56.360Z,2,Car,38,0
10.42.0.151-103.7.30.118-35477-80-6,40.90263469,-73.89848943,sylvan avenue,Bronx,2022-08-12T16:17:03.410Z,1,Car,33,0
172.217.10.10-10.42.0.211-443-60668-6,40.80582523,-73.85778196,t street,Bronx,2022-08-12T16:12:33.857Z,1,Car,34,0
10.42.0.211-123.125.115.164-42266-443-6,40.81293016,-73.86099228,taylor avenue,Bronx,2022-08-12T15:48:09.730Z,2,Motorcycle ,36,1
10.42.0.151-52.54.236.216-46216-443-6,40.84206311,-73.86869855,taylor avenue,Bronx,2022-08-12T15:47:41.361Z,2,Lorry,36,1
10.42.0.211-65.55.118.92-60935-80-6,40.8300647,-73.86498734,taylor avenue,Bronx,2022-08-12T15:46:30.359Z,1,Car,37,0
172.217.6.226-10.42.0.211-443-38078-6,40.83759495,-73.86638641,taylor avenue,Bronx,2022-08-12T15:46:20.760Z,2,Bus,38,0
202.77.129.150-10.42.0.211-80-52426-6,40.82581711,-73.91572196,teller avenue,Bronx,2022-08-12T15:46:03.519Z,2,Motorcycle ,25,0
10.42.0.211-54.243.160.133-42435-443-6,40.83742,-73.90927204,teller avenue,Bronx,2022-08-12T15:43:30.490Z,2,Car,23,1
10.42.0.211-123.125.46.161-49630-80-6,40.8676327,-73.85281978,tenbroeck avenue,Bronx,2022-08-12T15:37:41.240Z,2,Bus,21,1
10.42.0.211-10.42.0.1-1925-53-17,40.84996882,-73.84773398,tenbroeck avenue,Bronx,2022-08-12T15:34:02.150Z,2,Car,20,1
10.42.0.211-66.231.239.124-39984-80-6,40.85977959,-73.85307243,tenbroeck avenue,Bronx,2022-08-12T15:32:08.077Z,2,Goods vehicle ,19,1
171.84.4.11-10.42.0.42-80-37250-6,40.81305549,-73.86006363,thieriot avenue,Bronx,2022-08-12T15:27:29.800Z,2,Car,20,1
172.217.7.227-10.42.0.42-80-45643-6,40.81727282,-73.86104853,thieriot avenue,Bronx,2022-08-12T15:27:00.390Z,2,Car,25,0
172.217.10.106-10.42.0.42-443-59692-6,40.82805724,-73.86357398,thieriot avenue,Bronx,2022-08-12T15:18:00.270Z,1,Car,25,1
172.217.12.195-10.42.0.211-443-49631-6,40.83535057,-73.86507528,thieriot avenue,Bronx,2022-08-12T15:17:00.790Z,1,Motorcycle,38,0
10.42.0.1-10.42.0.42-53-53083-17,40.81635108,-73.86083692,thieriot avenue,Bronx,2022-08-12T15:08:16.669Z,2,Goods vehicle,41,0
10.42.0.211-54.88.89.240-46128-443-6,40.83335124,-73.82094979,throgmorton avenue,Bronx,2022-08-12T15:05:40.143Z,2,Pedal cycle,40,0
192.229.173.173-10.42.0.151-443-55883-6,40.83642929,-73.82218701,throgmorton avenue,Bronx,2022-08-12T14:52:56.540Z,2,Car,33,1
174.35.73.78-10.42.0.211-80-57853-6,40.81355738,-73.81074601,throgs neck boulevard,Bronx,2022-08-12T14:49:33.250Z,2,Goods vehicle ,39,0
172.217.6.227-10.42.0.42-443-56491-6,40.80728923,-73.79361973,throgs neck bridge,Bronx,2022-08-12T14:44:55.372Z,1,Car,36,1
172.217.1.163-10.42.0.151-443-33373-6,40.80734689,-73.79375768,throgs neck bridge,Bronx,2022-08-12T14:44:23.310Z,1,Pedal cycle,38,0
10.42.0.211-10.42.0.1-55402-53-17,40.8178064,-73.80396343,throgs neck bridge approach,Bronx,2022-08-12T14:41:29.350Z,1,Car,36,1
203.205.179.172-10.42.0.211-80-47721-6,40.81737189,-73.80180411,throgs neck bridge approach,Bronx,2022-08-12T14:39:16.220Z,1,Goods vehicle ,34,0
216.58.219.227-10.42.0.151-443-57675-6,40.81756139,-73.80173387,throgs neck bridge approach,Bronx,2022-08-12T14:32:39.960Z,3,Car,52,1
172.217.12.170-10.42.0.151-443-37468-6,40.83597573,-73.82460762,throgs neck expressway,Bronx,2022-08-12T14:28:28.730Z,3,Bus,44,1
172.217.12.195-10.42.0.151-443-49148-6,40.83621015,-73.8245726,throgs neck expressway,Bronx,2022-08-12T14:26:13.850Z,3,Motorcycle ,39,0
10.42.0.42-104.97.95.172-38726-80-6,40.82494061,-73.81678102,throgs neck expressway sr,Bronx,2022-08-12T14:17:05.665Z,1,Car,32,1
192.229.173.136-10.42.0.42-443-40758-6,40.81716241,-73.80548226,throgs neck expressway sr,Bronx,2022-08-12T14:03:42.770Z,1,Car,32,0
206.126.112.142-10.42.0.151-443-55880-6,40.8207548,-73.81659417,throgs neck expressway sr,Bronx,2022-08-12T14:03:01.260Z,2,Car,34,0
172.217.11.10-10.42.0.211-443-42578-6,40.8189164,-73.80712172,throgs neck expressway sr,Bronx,2022-08-12T13:57:32.570Z,2,Car,28,1
10.42.0.211-23.203.49.224-36322-443-6,40.82652401,-73.81643841,throgs neck expressway sr,Bronx,2022-08-12T13:53:05.590Z,1,Taxi,23,1
10.42.0.151-52.84.134.158-38845-443-6,40.86759943,-73.85094439,throop avenue,Bronx,2022-08-12T13:52:50.305Z,2,Car,23,0
172.217.11.10-10.42.0.151-443-52850-6,40.85980624,-73.85119245,throop avenue,Bronx,2022-08-12T13:46:00.490Z,2,Car,17,1
10.42.0.151-10.42.0.1-56397-53-17,40.85888521,-73.86991684,thwaites place,Bronx,2022-08-12T13:38:13.259Z,2,Car,15,0
140.205.134.25-10.42.0.151-443-38415-6,40.87904634,-73.91033336,tibbett avenue,Bronx,2022-08-12T13:32:45.430Z,2,Car,13,1
180.163.15.184-10.42.0.42-80-58579-6,40.85352088,-73.89845969,tiebout avenue,Bronx,2022-08-12T13:27:20.410Z,2,Car,14,0
8.8.8.8-10.42.0.151-53-17002-17,40.8772158,-73.84345264,tiemann avenue,Bronx,2022-08-12T13:21:43.520Z,2,Car,20,1
205.204.101.196-10.42.0.151-443-50406-6,40.87391862,-73.84171048,tiemann avenue,Bronx,2022-08-12T13:14:26.769Z,2,Car,23,0
192.229.163.180-10.42.0.211-443-41122-6,40.85910891,-73.83812114,tiemann avenue,Bronx,2022-08-12T13:10:18.890Z,2,Car,27,0
202.77.129.150-10.42.0.211-80-49808-6,40.87957151,-73.84474823,tiemann avenue,Bronx,2022-08-12T13:03:46.490Z,1,Car,27,0
10.42.0.211-14.29.93.254-34438-80-6,40.84785645,-73.79034451,tier street,Bronx,2022-08-12T12:42:49.710Z,2,Car,24,0
10.42.0.211-77.234.44.79-44283-443-6,40.81376331,-73.80232302,tierney place,Bronx,2022-08-12T12:33:23.069Z,2,Car,24,0
209.10.120.26-10.42.0.211-80-34625-6,40.80600469,-73.88921688,tiffany street,Bronx,2022-08-12T12:32:42.400Z,1,Goods vehicle,25,1
172.217.10.74-10.42.0.151-443-41724-6,40.8768469,-73.86416896,tilden street,Bronx,2022-08-12T12:27:44.690Z,2,Pedal cycle,23,1
10.42.0.211-10.42.0.1-16165-53-17,40.87667099,-73.8451119,tillotson avenue,Bronx,2022-08-12T12:26:37.910Z,2,Car,22,0
172.217.11.14-10.42.0.42-443-54904-6,40.87942864,-73.83660769,tillotson avenue,Bronx,2022-08-12T12:25:19.860Z,2,Goods vehicle ,23,0
172.217.9.238-10.42.0.151-443-40514-6,40.8816618,-73.82951392,tillotson avenue,Bronx,2022-08-12T12:13:44.060Z,2,Car,23,0
182.22.25.124-10.42.0.211-443-54095-6,40.80972672,-73.9062542,timpson place,Bronx,2022-08-12T12:10:59.708Z,1,Bus,26,1
10.42.0.211-77.234.44.201-59610-80-6,40.81121734,-73.90685335,tinton avenue,Bronx,2022-08-12T12:00:40.496Z,1,Motorcycle ,30,1
10.42.0.211-72.21.206.141-41833-443-6,40.84675455,-73.84977152,tomlinson avenue,Bronx,2022-08-12T11:59:22.330Z,1,Car,24,1
202.77.129.150-10.42.0.42-443-54207-6,40.84360698,-73.90586162,topping avenue,Bronx,2022-08-12T11:58:44.270Z,1,Car,32,1
172.217.6.234-10.42.0.151-443-47924-6,40.84669728,-73.90558854,topping avenue,Bronx,2022-08-12T11:58:20.190Z,2,Car,28,1
157.240.0.17-10.42.0.211-443-47114-6,40.8145588,-73.8490986,torry avenue,Bronx,2022-08-12T11:52:19.930Z,2,Car,27,0
172.217.10.138-10.42.0.211-443-47364-6,40.84098454,-73.91601033,townsend avenue,Bronx,2022-08-12T11:38:28.500Z,3,Taxi,25,1
198.51.152.183-10.42.0.211-443-51338-6,40.84621922,-73.912267,townsend avenue,Bronx,2022-08-12T11:38:05.708Z,3,Car,20,0
172.217.10.138-10.42.0.42-443-34567-6,40.83835602,-73.84649126,tratman avenue,Bronx,2022-08-12T11:37:14.890Z,3,Car,19,0
174.35.73.111-10.42.0.211-80-36526-6,40.81483333,-73.90952244,trinity avenue,Bronx,2022-08-12T11:24:22.670Z,1,Car,14,0
10.42.0.211-104.244.43.3-40701-443-6,40.81989651,-73.90725356,trinity avenue,Bronx,2022-08-12T11:23:57.060Z,2,Bus,16,1
10.42.0.211-121.14.255.100-41804-80-6,40.81110293,-73.89334083,truxton street,Bronx,2022-08-12T11:12:45.440Z,2,Truck,13,0
10.42.0.211-23.23.129.231-51676-443-6,40.82320071,-73.85531362,turnbull avenue,Bronx,2022-08-12T11:06:08.017Z,1,School Bus,16,1
10.42.0.151-52.84.29.137-39493-443-6,40.81497615,-73.84600239,turneur avenue,Bronx,2022-08-12T11:02:27.760Z,1,Goods vehicle,16,0
10.42.0.151-10.42.0.1-34380-53-17,40.90666579,-73.90119647,tyndall avenue,Bronx,2022-08-12T10:52:02.661Z,2,Pedal cycle,19,1
172.217.9.234-10.42.0.211-443-43810-6,40.8423965,-73.92722038,undercliff avenue,Bronx,2022-08-12T10:47:38.650Z,2,Car,23,0
10.42.0.42-65.55.118.92-48954-80-6,40.82395933,-73.8607022,underhill avenue,Bronx,2022-08-12T10:39:34.830Z,2,Goods vehicle ,24,1
10.42.0.211-10.42.0.1-65195-53-17,40.80568695,-73.85644405,underhill avenue,Bronx,2022-08-12T10:38:58.750Z,2,Car,25,1
10.42.0.211-101.226.103.112-58929-80-6,40.80794841,-73.85714197,underhill avenue,Bronx,2022-08-12T10:38:00.500Z,1,Bus,23,0
174.35.73.136-10.42.0.211-80-47890-6,40.80629727,-73.85673969,underhill avenue,Bronx,2022-08-12T10:37:40.100Z,1,Motorcycle ,22,1
183.79.248.252-10.42.0.211-443-55972-6,40.82652819,-73.86130812,underhill avenue,Bronx,2022-08-12T10:36:32.530Z,2,Car,22,0
10.42.0.211-121.12.98.63-48391-80-6,40.80760494,-73.85687221,underhill avenue,Bronx,2022-08-12T10:30:21.560Z,2,Car,22,0
172.217.7.2-10.42.0.211-443-48601-6,40.81108955,-73.90591186,union avenue,Bronx,2022-08-12T10:23:02.980Z,2,Car,25,1
10.42.0.211-103.7.30.118-56683-80-6,40.83084657,-73.89868868,union avenue,Bronx,2022-08-12T10:18:05.440Z,2,Car,23,1
172.217.10.227-10.42.0.151-443-57214-6,40.83425663,-73.85372518,unionport road,Bronx,2022-08-12T10:13:48.060Z,2,Goods vehicle,28,0
10.42.0.151-104.244.43.195-40350-443-6,40.83603796,-73.85594821,unionport road,Bronx,2022-08-12T10:09:10.500Z,2,Pedal cycle,27,1
172.217.10.106-10.42.0.211-443-57788-6,40.83870642,-73.86089668,unionport road,Bronx,2022-08-12T10:08:45.070Z,2,Car,25,0
10.42.0.211-72.21.206.140-43269-443-6,40.83889924,-73.8605943,unionport road,Bronx,2022-08-12T10:05:52.940Z,2,Goods vehicle ,30,1
10.42.0.211-10.42.0.1-62503-53-17,40.8359621,-73.85607685,unionport road,Bronx,2022-08-12T10:05:50.600Z,2,Car,29,0
172.217.12.173-10.42.0.151-443-59252-17,40.85092203,-73.86823607,unionport road,Bronx,2022-08-12T10:02:25.060Z,2,Bus,28,1
203.205.147.229-10.42.0.211-80-46930-6,40.84133313,-73.86364387,unionport road,Bronx,2022-08-12T09:53:39.456Z,2,Motorcycle ,26,0
199.59.148.73-10.42.0.211-443-35919-6,40.84531813,-73.86863863,unionport road,Bronx,2022-08-12T09:49:32.490Z,2,Car,24,0
10.42.0.42-23.206.125.17-44427-80-6,40.84128624,-73.86358155,unionport road,Bronx,2022-08-12T09:47:54.147Z,1,Car,21,0
10.42.0.211-10.42.0.1-58205-53-17,40.86425639,-73.9039939,university avenue,Bronx,2022-08-12T09:42:11.150Z,1,Car,22,0
10.42.0.211-54.230.49.186-49228-443-6,40.83451299,-73.93035656,university avenue,Bronx,2022-08-12T09:40:56.700Z,2,Car,22,0
10.42.0.151-98.139.199.205-59368-443-6,40.85227319,-73.91365082,university avenue,Bronx,2022-08-12T09:27:37.690Z,2,Taxi,27,1
140.205.230.49-10.42.0.211-443-43158-6,40.85527088,-73.91077989,university avenue,Bronx,2022-08-12T09:26:03.930Z,2,Car,30,1
10.42.0.42-23.23.127.115-57584-443-6,40.84404438,-73.92279273,university avenue,Bronx,2022-08-12T09:22:51.772Z,2,Car,36,0
10.42.0.42-104.244.42.65-60290-80-6,40.85489306,-73.91107402,university avenue,Bronx,2022-08-12T09:15:44.080Z,2,Car,49,0
10.42.0.211-58.63.236.212-53400-443-6,40.85491053,-73.91116715,university avenue,Bronx,2022-08-12T09:06:09.010Z,2,Car,64,0
10.42.0.211-77.234.44.200-43648-80-6,40.84941818,-73.90088534,valentine avenue,Bronx,2022-08-12T08:58:53.520Z,2,Car,62,1
172.217.6.195-10.42.0.42-443-39858-6,40.86643267,-73.89270624,valentine avenue,Bronx,2022-08-12T08:57:13.146Z,2,Motorcycle ,58,1
172.217.10.110-10.42.0.211-443-46887-6,40.84813621,-73.90137452,valentine avenue,Bronx,2022-08-12T08:54:49.782Z,2,Lorry,54,1
172.217.6.194-10.42.0.151-443-47347-6,40.84840802,-73.90100865,valentine avenue,Bronx,2022-08-12T08:53:54.230Z,2,Car,48,1
8.0.6.4-8.6.0.1-0-0-0,40.84118478,-73.87009126,van buren street,Bronx,2022-08-12T08:53:06.414Z,2,Bus,54,1
10.42.0.211-10.42.0.1-18246-53-17,40.87724937,-73.88657636,van cortlandt avenue east,Bronx,2022-08-12T08:47:58.113Z,2,Motorcycle ,49,0
172.217.12.206-10.42.0.151-443-37371-6,40.88368753,-73.89312987,van cortlandt avenue west,Bronx,2022-08-12T08:46:25.500Z,2,Car,52,1
220.243.219.55-10.42.0.211-80-54505-6,40.89565849,-73.87706057,van cortlandt park east,Bronx,2022-08-12T08:35:22.056Z,2,Bus,54,0
157.55.235.173-10.42.0.42-40024-46360-17,40.90244855,-73.86815254,van cortlandt park east,Bronx,2022-08-12T08:34:23.210Z,2,Lorry,54,0
10.42.0.151-52.94.232.32-41794-443-6,40.88583662,-73.89595817,van cortlandt park south,Bronx,2022-08-12T08:29:44.377Z,2,Car,51,0
10.42.0.211-10.42.0.1-31170-53-17,40.88426391,-73.88758755,van cortlandt park south,Bronx,2022-08-12T08:27:26.210Z,2,Goods vehicle ,52,1
10.42.0.211-74.6.105.9-47441-443-6,40.83943298,-73.87123951,van nest avenue,Bronx,2022-08-12T08:24:16.650Z,2,Car,51,0
10.42.0.211-54.192.38.18-39975-443-6,40.88574186,-73.83447426,varian avenue,Bronx,2022-08-12T08:24:05.570Z,2,Car,44,1
172.217.3.110-10.42.0.151-443-44729-6,40.84507463,-73.86688064,victor street,Bronx,2022-08-12T08:22:03.140Z,2,Car,42,0
203.205.191.22-10.42.0.211-80-60339-6,40.80628003,-73.88817225,viele avenue,Bronx,2022-08-12T08:17:25.579Z,2,Motorcycle,39,1
10.42.0.151-54.173.220.111-54370-443-6,40.87496369,-73.88760633,villa avenue,Bronx,2022-08-12T08:16:39.480Z,2,Goods vehicle,39,0
157.56.52.31-10.42.0.42-40015-46360-17,40.82691877,-73.81500901,vincent avenue,Bronx,2022-08-12T08:16:31.130Z,2,Pedal cycle,30,1
10.42.0.211-10.42.0.1-11259-53-17,40.89721037,-73.86434249,vireo avenue,Bronx,2022-08-12T08:12:42.320Z,2,Car,26,1
202.77.129.150-10.42.0.151-80-58266-6,40.82209716,-73.85190208,virgil place,Bronx,2022-08-12T08:09:47.042Z,2,Goods vehicle ,25,0
183.79.249.252-10.42.0.211-80-35051-6,40.83453078,-73.86185594,virginia avenue,Bronx,2022-08-12T08:08:35.930Z,2,Car,27,1
202.77.129.185-10.42.0.151-80-59200-6,40.82715478,-73.85898194,virginia avenue,Bronx,2022-08-12T08:08:17.590Z,2,Bus,30,0
10.42.0.211-10.42.0.1-19851-53-17,40.83363499,-73.86163189,virginia avenue,Bronx,2022-08-12T08:05:20.220Z,2,Motorcycle ,33,0
10.42.0.211-77.234.42.92-43629-443-6,40.83289845,-73.86160866,virginia avenue,Bronx,2022-08-12T07:58:50.260Z,2,Car,37,1
10.42.0.211-95.213.11.133-34181-80-6,40.8287138,-73.88993699,vyse avenue,Bronx,2022-08-12T07:46:33.500Z,2,Car,38,1
10.42.0.211-10.42.0.1-33597-53-17,40.84130347,-73.88278898,vyse avenue,Bronx,2022-08-12T07:42:25.607Z,2,Car,41,0
211.236.244.151-10.42.0.211-80-41241-6,40.83906428,-73.88461379,vyse avenue,Bronx,2022-08-12T07:34:00.830Z,2,Car,44,1
10.42.0.151-10.42.0.1-16432-53-17,40.88559582,-73.90588966,waldo avenue,Bronx,2022-08-12T07:33:49.403Z,1,Taxi,43,0
172.217.7.3-10.42.0.211-443-33452-6,40.80796114,-73.90900286,wales avenue,Bronx,2022-08-12T07:32:35.010Z,1,Car,42,1
10.42.0.151-10.42.0.1-42239-53-17,40.84432921,-73.86293004,wallace avenue,Bronx,2022-08-12T07:21:53.390Z,2,Car,44,0
172.217.9.234-10.42.0.211-443-34854-6,40.8523666,-73.86488163,wallace avenue,Bronx,2022-08-12T07:19:33.660Z,2,Car,40,1
10.42.0.151-104.97.95.172-51879-80-6,40.85825939,-73.86466375,wallace avenue,Bronx,2022-08-12T07:18:13.860Z,2,Car,38,0
183.79.250.123-10.42.0.211-443-48379-6,40.7998589,-73.91145916,walnut avenue,Bronx,2022-08-12T07:12:56.181Z,2,Car,37,0
10.42.0.211-13.93.152.202-48029-443-6,40.84064108,-73.91517817,walton avenue,Bronx,2022-08-12T07:11:30.670Z,2,Car,40,0
10.42.0.211-10.42.0.1-4934-53-17,40.81512347,-73.92977303,walton avenue,Bronx,2022-08-12T07:09:23.960Z,2,Car,41,0
10.42.0.1-10.42.0.42-53-20732-17,40.84506891,-73.91201935,walton avenue,Bronx,2022-08-12T07:08:56.130Z,2,Car,47,0
172.217.3.110-10.42.0.151-443-59509-6,40.82628642,-73.87672663,ward avenue,Bronx,2022-08-12T07:04:54.455Z,2,Car,46,1
10.42.0.211-54.192.36.221-39266-443-6,40.86139084,-73.86943732,waring avenue,Bronx,2022-08-12T06:59:53.780Z,2,Car,40,1
10.42.0.211-112.80.248.220-49901-80-6,40.86081182,-73.83806345,waring avenue,Bronx,2022-08-12T06:54:06.670Z,2,Car,35,0
10.42.0.211-10.42.0.1-48486-53-17,40.8246421,-73.91058732,washington avenue,Bronx,2022-08-12T06:43:40.810Z,2,Pedal cycle,27,0
203.205.158.63-10.42.0.211-80-54007-6,40.82159616,-73.80896042,washington avenue,Bronx,2022-08-12T06:34:38.660Z,2,Car,23,0
198.11.132.178-10.42.0.211-443-48329-6,40.84522234,-73.92458655,washington bridge,Bronx,2022-08-12T06:31:57.130Z,2,Goods vehicle ,19,1
10.42.0.42-23.194.181.192-41213-443-6,40.84529898,-73.92451641,washington bridge,Bronx,2022-08-12T06:25:14.960Z,2,Car,22,1
10.42.0.211-52.84.29.55-54713-443-6,40.83453278,-73.84848756,waterbury avenue,Bronx,2022-08-12T06:21:06.182Z,2,Bus,20,1
10.42.0.42-13.32.250.43-35012-443-6,40.83584588,-73.83639205,waterbury avenue,Bronx,2022-08-12T06:19:27.370Z,2,Motorcycle ,21,1
10.42.0.211-10.42.0.1-22168-53-17,40.83869925,-73.82393113,waterbury avenue,Bronx,2022-08-12T06:18:33.835Z,2,Car,27,1
239.255.255.250-10.42.0.1-1900-45154-17,40.84322182,-73.83893783,waters place,Bronx,2022-08-12T06:17:54.455Z,1,Car,36,0
172.217.12.174-10.42.0.42-443-44877-6,40.84257479,-73.83840947,waters place,Bronx,2022-08-12T06:15:42.560Z,1,Car,43,1
172.217.6.206-10.42.0.151-443-48399-6,40.82540599,-73.88328008,watson avenue,Bronx,2022-08-12T06:15:18.440Z,1,Car,42,0
10.42.0.1-10.42.0.42-53-10605-17,40.83060674,-73.84441478,watson avenue,Bronx,2022-08-12T06:08:09.996Z,1,Taxi,41,0
203.205.158.61-10.42.0.211-80-40380-6,40.84817847,-73.81915149,watt avenue,Bronx,2022-08-12T06:07:12.931Z,1,Car,43,0
203.205.128.137-10.42.0.211-80-45497-6,40.88066759,-73.87761544,wayne avenue,Bronx,2022-08-12T06:07:09.500Z,1,Car,46,1
172.217.10.142-10.42.0.42-443-42727-6,40.86317726,-73.90885369,webb avenue,Bronx,2022-08-12T06:04:48.332Z,2,Car,41,0
10.42.0.151-31.13.65.36-55773-443-6,40.82914647,-73.91139061,webster avenue,Bronx,2022-08-12T06:03:03.760Z,2,Bus,38,1
10.42.0.211-10.42.0.1-60373-53-17,40.86175362,-73.89131932,webster avenue,Bronx,2022-08-12T06:02:35.180Z,2,Truck,41,0
202.77.129.150-10.42.0.211-80-50691-6,40.89626713,-73.86300485,webster avenue,Bronx,2022-08-12T05:53:55.390Z,2,School Bus,40,1
10.42.0.151-36.110.210.167-33303-80-6,40.82815743,-73.91167427,webster avenue,Bronx,2022-08-12T05:51:15.080Z,2,Goods vehicle,47,0
172.217.11.36-10.42.0.151-443-38534-6,40.84790494,-73.90091896,webster avenue,Bronx,2022-08-12T05:45:07.503Z,2,Pedal cycle,44,1
183.79.250.123-10.42.0.211-443-35960-6,40.84565016,-73.90209834,webster avenue,Bronx,2022-08-12T05:41:47.654Z,2,Car,44,1
172.217.7.232-10.42.0.211-443-60107-6,40.88046241,-73.87083709,webster avenue,Bronx,2022-08-12T05:39:23.531Z,2,Goods vehicle ,40,0
172.217.6.243-10.42.0.211-443-44691-6,40.84297773,-73.90772853,weeks avenue,Bronx,2022-08-12T05:38:14.910Z,2,Car,38,1
209.10.120.26-10.42.0.211-80-44657-6,40.84139958,-73.83467442,wellman avenue,Bronx,2022-08-12T05:31:22.775Z,2,Bus,37,0
10.42.0.211-10.42.0.1-50785-53-17,40.83130072,-73.92903317,west 162 street,Bronx,2022-08-12T05:30:27.830Z,1,Motorcycle ,32,0
172.217.3.104-10.42.0.211-443-43921-6,40.83250956,-73.9281025,west 164 street,Bronx,2022-08-12T05:30:14.824Z,2,Car,29,1
172.217.10.46-10.42.0.151-443-46646-6,40.83392553,-73.92700911,west 165 street,Bronx,2022-08-12T05:26:11.830Z,2,Car,25,1
192.229.173.173-10.42.0.151-80-36075-6,40.8350596,-73.92613807,west 166 street,Bronx,2022-08-12T05:25:46.672Z,2,Car,19,0
10.42.0.151-31.13.80.5-51059-443-6,40.836314,-73.92516818,west 167 street,Bronx,2022-08-12T05:22:17.210Z,2,Car,16,1
